Customer_Segment,Acquisition_Channel,Region,Tenure_Months,Customer_Lifetime_Value,CSAT_Rating,Churn
Budget Hunter,Paid Search,North America,39,353.96,4,0
Budget Hunter,Paid Search,Asia-Pacific,47,418.17,4,1
Budget Hunter,Email Referral,North America,29,364.39,4,0
Regular Consumer,Email Referral,North America,22,1317.4,2,1
High-Tier VIP,Social Media,Europe,45,7933.18,2,0
Budget Hunter,Organic/Direct,North America,13,371.14,4,0
Budget Hunter,Paid Search,Latin America,9,218.95,3,1
Regular Consumer,Organic/Direct,Asia-Pacific,24,1140.77,1,1
High-Tier VIP,Organic/Direct,Europe,15,4150.66,5,1
Budget Hunter,Email Referral,Latin America,36,326.83,5,0
Regular Consumer,Social Media,Europe,13,1486.03,3,0
Budget Hunter,Organic/Direct,North America,27,448.93,1,1
Budget Hunter,Paid Search,North America,44,340.76,4,0
Corporate/Bulk,Email Referral,Europe,37,7172.35,5,0
Corporate/Bulk,Paid Search,North America,7,11272.51,2,0
Budget Hunter,Social Media,Latin America,8,302.45,2,1
Corporate/Bulk,Organic/Direct,Asia-Pacific,37,11578.61,5,1
Regular Consumer,Organic/Direct,North America,41,1163.71,5,0
High-Tier VIP,Paid Search,Europe,14,5868.4,4,0
Regular Consumer,Email Referral,Asia-Pacific,12,1282.44,3,0
Regular Consumer,Paid Search,Latin America,36,1037.94,4,0
Regular Consumer,Social Media,Asia-Pacific,40,784.34,4,0
Regular Consumer,Paid Search,Europe,17,1185.6,2,1
Budget Hunter,Paid Search,Asia-Pacific,40,346.11,3,0
Budget Hunter,Social Media,Europe,29,327.03,3,0
Budget Hunter,Social Media,Europe,27,417.84,4,0
Regular Consumer,Paid Search,North America,1,785.17,4,1
Budget Hunter,Paid Search,North America,34,283.28,5,0
Regular Consumer,Social Media,Europe,4,1215.88,4,0
Corporate/Bulk,Organic/Direct,North America,24,9461.35,5,1
Budget Hunter,Email Referral,North America,21,318.79,5,0
Regular Consumer,Paid Search,Asia-Pacific,33,1181.92,3,0
Regular Consumer,Social Media,North America,7,1405.79,3,0
High-Tier VIP,Paid Search,Europe,1,4386.85,4,0
Budget Hunter,Paid Search,Europe,41,177.65,1,0
Regular Consumer,Organic/Direct,Latin America,3,1019.16,5,0
High-Tier VIP,Social Media,Europe,44,5057.76,1,1
High-Tier VIP,Paid Search,North America,15,5358.01,3,1
Regular Consumer,Paid Search,Europe,31,1445.36,4,0
Regular Consumer,Paid Search,Asia-Pacific,16,1530.35,4,0
Regular Consumer,Organic/Direct,Latin America,10,1235.53,4,0
High-Tier VIP,Email Referral,Europe,29,4796.06,4,0
Regular Consumer,Paid Search,North America,6,895.83,3,0
Budget Hunter,Paid Search,Latin America,29,159.72,3,1
High-Tier VIP,Email Referral,North America,17,2905.22,5,0
Regular Consumer,Email Referral,Europe,22,989.45,3,0
Regular Consumer,Social Media,Europe,24,792.09,3,0
Budget Hunter,Paid Search,North America,17,324.37,4,0
Regular Consumer,Paid Search,North America,21,1061.37,2,1
Regular Consumer,Social Media,North America,11,1481.35,4,0
Regular Consumer,Social Media,Europe,7,909.26,4,1
Budget Hunter,Paid Search,Latin America,42,362.3,4,0
Regular Consumer,Social Media,North America,39,1074.07,4,0
Corporate/Bulk,Paid Search,Asia-Pacific,5,8231.91,2,0
Budget Hunter,Organic/Direct,North America,44,286.33,4,0
Corporate/Bulk,Paid Search,Europe,21,5359.04,1,1
Regular Consumer,Paid Search,North America,18,1424.5,1,0
High-Tier VIP,Social Media,Latin America,35,6077.54,4,0
Regular Consumer,Social Media,Asia-Pacific,20,1119.76,3,1
Regular Consumer,Email Referral,Europe,15,1208.72,4,0
Regular Consumer,Social Media,Asia-Pacific,5,1111.24,4,0
High-Tier VIP,Paid Search,Europe,13,3577.4,5,0
Regular Consumer,Organic/Direct,Latin America,12,1411.47,4,1
Budget Hunter,Paid Search,Asia-Pacific,21,377.92,1,0
Regular Consumer,Email Referral,Latin America,37,326.36,3,1
High-Tier VIP,Social Media,Europe,6,3336.06,3,0
Regular Consumer,Social Media,North America,7,584.08,3,0
Regular Consumer,Paid Search,Europe,26,1666.62,2,0
Regular Consumer,Social Media,North America,42,1148.45,2,0
High-Tier VIP,Organic/Direct,Europe,8,4770.79,4,1
Budget Hunter,Organic/Direct,Europe,9,319.09,4,0
Regular Consumer,Paid Search,Europe,27,1530.81,4,0
Budget Hunter,Paid Search,North America,4,425.31,4,0
Budget Hunter,Organic/Direct,North America,21,331.15,4,0
Budget Hunter,Email Referral,Europe,31,500.32,4,0
Regular Consumer,Paid Search,Latin America,21,1255.6,4,0
Regular Consumer,Social Media,North America,40,761.96,1,0
Regular Consumer,Paid Search,Europe,25,1230.01,4,0
Regular Consumer,Email Referral,Asia-Pacific,39,1355.23,4,0
Budget Hunter,Paid Search,Europe,15,338.34,3,1
Budget Hunter,Paid Search,North America,35,314.0,1,0
Budget Hunter,Organic/Direct,Europe,43,504.38,2,0
Budget Hunter,Paid Search,North America,41,246.24,4,0
Regular Consumer,Social Media,Latin America,37,370.89,4,0
Regular Consumer,Social Media,North America,42,1685.72,3,0
Regular Consumer,Paid Search,North America,47,832.19,3,0
Regular Consumer,Social Media,North America,28,1114.01,5,0
Budget Hunter,Social Media,North America,14,316.97,3,0
High-Tier VIP,Paid Search,Asia-Pacific,4,5885.72,2,0
Regular Consumer,Social Media,North America,20,1630.46,3,0
Regular Consumer,Organic/Direct,North America,34,812.29,4,0
Budget Hunter,Organic/Direct,Europe,12,468.73,4,1
Budget Hunter,Paid Search,North America,33,467.11,4,0
Regular Consumer,Paid Search,North America,24,1205.81,5,0
Regular Consumer,Paid Search,Asia-Pacific,20,1479.76,4,1
Regular Consumer,Social Media,Asia-Pacific,5,1509.85,2,0
Regular Consumer,Social Media,Latin America,38,1124.27,4,0
Regular Consumer,Organic/Direct,Asia-Pacific,30,1152.73,1,0
Regular Consumer,Paid Search,Europe,24,1376.8,4,0
High-Tier VIP,Paid Search,North America,43,2667.91,3,0
Regular Consumer,Social Media,Asia-Pacific,40,1093.86,4,0
Corporate/Bulk,Organic/Direct,Asia-Pacific,7,7699.01,3,0
Budget Hunter,Paid Search,Asia-Pacific,36,474.56,5,0
Budget Hunter,Social Media,Europe,38,318.01,3,0
Budget Hunter,Paid Search,North America,16,374.18,4,0
Regular Consumer,Email Referral,Asia-Pacific,15,1134.48,3,0
High-Tier VIP,Email Referral,Asia-Pacific,46,4181.08,5,0
Budget Hunter,Paid Search,Latin America,23,368.46,4,0
High-Tier VIP,Paid Search,North America,12,3678.03,3,1
Budget Hunter,Social Media,North America,29,332.63,5,0
High-Tier VIP,Paid Search,North America,44,4268.43,3,0
Budget Hunter,Organic/Direct,Asia-Pacific,15,312.97,4,0
Budget Hunter,Organic/Direct,North America,29,384.22,4,1
Regular Consumer,Organic/Direct,North America,45,1065.9,1,1
Budget Hunter,Organic/Direct,Latin America,43,490.97,5,0
Budget Hunter,Social Media,North America,21,405.03,3,1
Budget Hunter,Paid Search,Asia-Pacific,15,231.94,3,1
High-Tier VIP,Organic/Direct,North America,14,5119.74,5,0
Regular Consumer,Social Media,Asia-Pacific,42,993.16,4,0
Budget Hunter,Organic/Direct,Europe,44,361.87,2,0
Regular Consumer,Paid Search,Latin America,16,980.64,2,0
Regular Consumer,Paid Search,Latin America,15,541.68,4,0
Budget Hunter,Email Referral,North America,42,348.1,2,1
Regular Consumer,Paid Search,North America,4,769.68,5,0
Budget Hunter,Email Referral,North America,27,386.73,4,0
Budget Hunter,Email Referral,Europe,23,365.29,3,1
Regular Consumer,Organic/Direct,Asia-Pacific,29,1018.83,3,1
Budget Hunter,Organic/Direct,Europe,41,509.73,4,0
Regular Consumer,Social Media,Europe,9,828.21,3,0
Regular Consumer,Email Referral,North America,43,1012.7,4,0
Budget Hunter,Paid Search,Asia-Pacific,43,251.94,5,0
Regular Consumer,Social Media,Latin America,7,1812.39,4,0
Budget Hunter,Social Media,North America,42,468.32,4,0
Corporate/Bulk,Social Media,Europe,4,7089.16,3,0
Regular Consumer,Social Media,North America,5,952.33,4,0
High-Tier VIP,Paid Search,Europe,5,3609.38,4,0
Regular Consumer,Social Media,Europe,11,1034.78,4,0
Budget Hunter,Email Referral,North America,41,258.76,1,0
Regular Consumer,Paid Search,Europe,28,1018.27,5,0
Corporate/Bulk,Email Referral,North America,16,13763.4,3,1
Regular Consumer,Organic/Direct,Europe,41,1784.07,4,0
High-Tier VIP,Organic/Direct,Europe,30,2762.55,4,0
High-Tier VIP,Social Media,North America,4,3328.75,4,1
Budget Hunter,Organic/Direct,Asia-Pacific,2,368.69,3,0
Budget Hunter,Paid Search,Asia-Pacific,46,211.72,4,0
Regular Consumer,Organic/Direct,North America,3,1271.83,1,0
Regular Consumer,Paid Search,North America,21,1362.03,4,0
High-Tier VIP,Email Referral,Asia-Pacific,6,5288.23,2,0
High-Tier VIP,Email Referral,Latin America,43,5076.16,3,0
Budget Hunter,Paid Search,North America,18,303.17,2,0
Budget Hunter,Paid Search,North America,44,334.1,5,0
Regular Consumer,Organic/Direct,North America,5,846.14,4,1
Budget Hunter,Paid Search,Europe,9,390.63,4,0
High-Tier VIP,Email Referral,North America,20,6303.78,4,0
Regular Consumer,Paid Search,North America,28,1338.66,5,0
Regular Consumer,Paid Search,Europe,26,991.5,2,0
Budget Hunter,Email Referral,Europe,18,437.04,4,1
Regular Consumer,Organic/Direct,North America,19,1909.69,4,1
Regular Consumer,Organic/Direct,Europe,3,1272.94,1,0
Regular Consumer,Paid Search,Europe,9,1366.34,3,0
Budget Hunter,Organic/Direct,North America,36,409.3,3,0
Regular Consumer,Social Media,North America,31,718.66,2,0
High-Tier VIP,Social Media,Asia-Pacific,17,4037.49,3,0
Budget Hunter,Organic/Direct,North America,23,305.04,1,0
Budget Hunter,Social Media,Asia-Pacific,34,423.05,4,0
Budget Hunter,Social Media,Latin America,41,412.86,3,1
Regular Consumer,Paid Search,North America,41,1163.78,3,0
Regular Consumer,Organic/Direct,North America,5,1027.84,5,0
Regular Consumer,Paid Search,Europe,15,694.02,4,0
Budget Hunter,Organic/Direct,Asia-Pacific,47,348.65,3,0
Regular Consumer,Paid Search,Latin America,3,913.63,4,0
Regular Consumer,Social Media,Asia-Pacific,19,876.45,3,1
Regular Consumer,Organic/Direct,North America,28,1477.88,2,0
Corporate/Bulk,Paid Search,Europe,3,13260.28,1,0
Budget Hunter,Paid Search,Europe,38,307.25,5,0
Regular Consumer,Paid Search,Europe,4,729.29,4,0
Regular Consumer,Social Media,North America,24,952.26,4,1
Regular Consumer,Organic/Direct,North America,31,1497.98,5,0
Regular Consumer,Paid Search,Asia-Pacific,45,1340.32,5,0
Regular Consumer,Organic/Direct,Europe,45,1058.46,4,0
Corporate/Bulk,Paid Search,North America,11,11161.57,4,0
Budget Hunter,Social Media,North America,37,168.45,3,0
Budget Hunter,Email Referral,Asia-Pacific,1,161.83,2,0
Regular Consumer,Paid Search,Asia-Pacific,9,1793.14,4,0
Regular Consumer,Social Media,North America,17,1351.96,4,0
Budget Hunter,Paid Search,North America,1,350.15,5,1
Budget Hunter,Paid Search,North America,3,315.27,4,0
Budget Hunter,Paid Search,Latin America,47,195.84,4,1
High-Tier VIP,Paid Search,Europe,26,5617.37,4,1
Budget Hunter,Social Media,Europe,31,250.52,2,1
Budget Hunter,Social Media,Europe,26,411.62,4,0
Budget Hunter,Social Media,North America,23,361.55,4,0
Budget Hunter,Paid Search,Asia-Pacific,30,345.44,4,0
Budget Hunter,Paid Search,Europe,10,236.04,4,0
Regular Consumer,Organic/Direct,North America,8,813.28,2,0
Budget Hunter,Email Referral,North America,44,384.12,4,0
High-Tier VIP,Paid Search,Europe,25,4589.12,4,0
Budget Hunter,Email Referral,Latin America,22,354.13,4,0
Regular Consumer,Social Media,North America,15,1285.81,4,1
High-Tier VIP,Social Media,Asia-Pacific,41,2321.16,2,0
Regular Consumer,Social Media,Asia-Pacific,10,1504.54,3,0
Regular Consumer,Paid Search,North America,20,1093.23,3,0
Budget Hunter,Paid Search,North America,41,452.34,4,0
Budget Hunter,Social Media,North America,47,174.27,4,1
Regular Consumer,Paid Search,Asia-Pacific,23,1370.71,5,0
Corporate/Bulk,Email Referral,North America,1,12538.84,2,0
Regular Consumer,Social Media,North America,2,754.16,1,1
Regular Consumer,Paid Search,Europe,19,1008.22,4,0
Regular Consumer,Organic/Direct,Asia-Pacific,14,882.15,4,0
Regular Consumer,Paid Search,North America,8,1458.96,4,0
Budget Hunter,Social Media,Europe,38,377.03,5,0
Regular Consumer,Organic/Direct,Europe,12,1679.65,5,0
Corporate/Bulk,Email Referral,Europe,26,11558.12,2,0
Budget Hunter,Organic/Direct,Asia-Pacific,27,414.07,5,0
Regular Consumer,Organic/Direct,North America,29,1551.6,2,0
Budget Hunter,Organic/Direct,Asia-Pacific,15,398.51,4,0
Regular Consumer,Email Referral,Europe,46,1084.75,4,0
Budget Hunter,Paid Search,Europe,1,300.1,4,0
Regular Consumer,Paid Search,Europe,43,1176.08,3,0
Regular Consumer,Paid Search,Europe,28,1438.98,3,1
Budget Hunter,Paid Search,North America,3,282.97,4,0
Regular Consumer,Organic/Direct,Europe,18,1395.65,3,0
Regular Consumer,Social Media,Europe,34,1296.79,1,0
High-Tier VIP,Social Media,Europe,32,3090.03,4,0
Budget Hunter,Paid Search,North America,29,402.81,4,0
Regular Consumer,Organic/Direct,Latin America,25,1242.58,4,1
Budget Hunter,Paid Search,Europe,26,301.83,2,0
Corporate/Bulk,Organic/Direct,North America,39,11350.43,5,0
High-Tier VIP,Social Media,Europe,8,3924.39,2,0
Regular Consumer,Paid Search,Asia-Pacific,19,1274.3,5,0
High-Tier VIP,Paid Search,Asia-Pacific,47,4311.04,4,1
Regular Consumer,Paid Search,Europe,42,741.02,4,0
Regular Consumer,Organic/Direct,Asia-Pacific,22,1158.59,5,0
Budget Hunter,Email Referral,North America,29,311.27,3,0
Regular Consumer,Social Media,Europe,33,1390.68,3,0
Budget Hunter,Paid Search,Asia-Pacific,38,426.98,4,1
High-Tier VIP,Social Media,Asia-Pacific,45,3927.37,3,0
Regular Consumer,Organic/Direct,Europe,46,963.18,4,0
Regular Consumer,Organic/Direct,Asia-Pacific,35,695.95,3,0
Budget Hunter,Paid Search,North America,43,278.77,5,0
Budget Hunter,Paid Search,Asia-Pacific,3,321.71,4,1
Budget Hunter,Organic/Direct,North America,19,232.81,1,1
Budget Hunter,Social Media,North America,10,428.15,5,1
Budget Hunter,Paid Search,North America,27,372.94,3,1
High-Tier VIP,Paid Search,Europe,15,4364.53,3,0
Regular Consumer,Social Media,North America,11,1195.0,3,1
Budget Hunter,Email Referral,North America,47,376.78,4,0
Regular Consumer,Email Referral,North America,26,1389.93,4,0
Regular Consumer,Social Media,North America,24,1442.7,4,0
Regular Consumer,Social Media,Europe,13,1107.26,2,1
Regular Consumer,Paid Search,Europe,32,1157.42,5,0
High-Tier VIP,Social Media,North America,37,4694.59,4,0
Regular Consumer,Social Media,Asia-Pacific,4,1145.17,3,1
Corporate/Bulk,Social Media,Asia-Pacific,13,13398.87,4,0
High-Tier VIP,Social Media,Asia-Pacific,9,5880.74,4,0
Budget Hunter,Paid Search,North America,34,380.11,2,0
High-Tier VIP,Paid Search,Asia-Pacific,37,3478.28,2,0
Budget Hunter,Paid Search,North America,7,394.49,1,1
High-Tier VIP,Paid Search,North America,1,4931.66,5,0
Regular Consumer,Paid Search,North America,12,902.39,4,0
High-Tier VIP,Email Referral,Asia-Pacific,21,4930.42,3,0
High-Tier VIP,Social Media,North America,11,3887.79,2,0
High-Tier VIP,Social Media,North America,44,5339.36,4,0
Regular Consumer,Email Referral,North America,44,1350.08,4,0
Budget Hunter,Email Referral,Asia-Pacific,44,369.51,4,0
Budget Hunter,Social Media,Europe,14,353.37,5,0
Regular Consumer,Organic/Direct,North America,34,559.99,4,0
Budget Hunter,Paid Search,Europe,34,243.75,4,1
Regular Consumer,Paid Search,Europe,25,1160.76,3,1
Budget Hunter,Social Media,Europe,4,482.95,5,1
Corporate/Bulk,Organic/Direct,North America,26,12552.87,2,1
Regular Consumer,Organic/Direct,Asia-Pacific,16,1744.21,3,0
High-Tier VIP,Paid Search,North America,10,4593.36,4,0
Budget Hunter,Paid Search,Europe,45,347.3,1,0
High-Tier VIP,Social Media,North America,2,6103.27,3,1
High-Tier VIP,Paid Search,North America,35,4320.88,4,0
Regular Consumer,Social Media,North America,19,904.06,3,0
Regular Consumer,Organic/Direct,Europe,6,1295.03,3,0
Regular Consumer,Organic/Direct,North America,19,1536.75,4,0
Budget Hunter,Organic/Direct,Asia-Pacific,8,277.73,4,0
Regular Consumer,Email Referral,North America,14,1376.71,2,0
Regular Consumer,Social Media,Europe,10,1172.03,5,0
Budget Hunter,Organic/Direct,Asia-Pacific,3,389.49,1,1
Budget Hunter,Social Media,Europe,38,377.43,4,0
Budget Hunter,Paid Search,Asia-Pacific,29,313.75,2,0
Budget Hunter,Paid Search,Europe,15,340.71,4,0
Budget Hunter,Paid Search,North America,23,319.09,2,0
Corporate/Bulk,Social Media,Asia-Pacific,23,11326.56,2,1
Regular Consumer,Social Media,North America,18,946.17,2,0
Corporate/Bulk,Organic/Direct,Europe,46,9330.52,4,0
Regular Consumer,Paid Search,Asia-Pacific,19,1075.81,4,0
Budget Hunter,Paid Search,North America,28,384.27,2,1
Regular Consumer,Email Referral,North America,26,775.34,5,0
Regular Consumer,Paid Search,Europe,10,1167.86,3,1
Budget Hunter,Social Media,Asia-Pacific,47,288.03,4,0
Regular Consumer,Social Media,Latin America,4,1076.58,3,0
Budget Hunter,Social Media,Europe,2,292.24,4,1
Regular Consumer,Paid Search,Europe,3,1258.37,4,0
Regular Consumer,Paid Search,Latin America,7,1152.87,4,0
Budget Hunter,Paid Search,North America,16,412.27,3,1
Budget Hunter,Social Media,North America,31,385.15,3,1
Regular Consumer,Social Media,Asia-Pacific,10,738.89,4,0
Regular Consumer,Paid Search,Asia-Pacific,19,912.0,2,0
Budget Hunter,Social Media,Asia-Pacific,28,334.85,3,0
Corporate/Bulk,Organic/Direct,Europe,17,10881.93,2,1
Budget Hunter,Paid Search,North America,28,273.72,3,0
Regular Consumer,Social Media,Europe,19,1591.19,2,0
Corporate/Bulk,Organic/Direct,North America,37,13377.89,5,0
Budget Hunter,Paid Search,North America,23,206.09,4,0
Budget Hunter,Paid Search,Asia-Pacific,20,380.22,4,1
Budget Hunter,Social Media,North America,13,345.99,3,0
Budget Hunter,Email Referral,Asia-Pacific,13,458.84,4,0
Budget Hunter,Organic/Direct,Europe,43,212.64,4,0
Regular Consumer,Social Media,Europe,11,1817.96,4,0
Budget Hunter,Organic/Direct,North America,15,276.24,2,1
Regular Consumer,Social Media,North America,17,1313.56,5,0
Corporate/Bulk,Social Media,North America,28,9332.52,4,0
High-Tier VIP,Social Media,Latin America,19,4076.82,5,0
Regular Consumer,Paid Search,Asia-Pacific,4,693.17,1,0
Budget Hunter,Organic/Direct,Europe,22,454.73,3,0
Regular Consumer,Social Media,North America,22,1119.11,2,0
Regular Consumer,Social Media,Latin America,37,1139.5,4,0
Regular Consumer,Email Referral,North America,39,1893.74,3,0
Budget Hunter,Paid Search,North America,34,433.95,5,0
High-Tier VIP,Paid Search,Europe,33,3748.09,5,0
Regular Consumer,Paid Search,Latin America,44,1016.92,4,0
Budget Hunter,Organic/Direct,North America,42,372.73,4,0
Budget Hunter,Organic/Direct,North America,40,417.44,4,1
Regular Consumer,Paid Search,Latin America,33,1725.73,4,0
High-Tier VIP,Organic/Direct,North America,12,2690.89,3,0
Regular Consumer,Social Media,North America,2,1418.11,4,0
Regular Consumer,Organic/Direct,Europe,28,1466.3,5,0
Budget Hunter,Social Media,Asia-Pacific,10,280.92,3,0
Regular Consumer,Social Media,Europe,22,1091.92,5,0
Regular Consumer,Email Referral,Latin America,17,710.9,1,1
Budget Hunter,Paid Search,Europe,26,306.17,3,0
Budget Hunter,Paid Search,North America,3,370.31,2,1
Regular Consumer,Social Media,Latin America,7,1678.24,2,0
Budget Hunter,Email Referral,Europe,44,497.56,5,0
Regular Consumer,Social Media,North America,8,891.21,5,0
Budget Hunter,Paid Search,Europe,20,477.56,4,0
Budget Hunter,Paid Search,North America,12,179.43,5,0
Budget Hunter,Social Media,North America,35,298.82,3,0
Corporate/Bulk,Paid Search,North America,17,10170.02,2,0
High-Tier VIP,Organic/Direct,Europe,28,4783.26,4,0
Corporate/Bulk,Email Referral,Asia-Pacific,41,11292.9,5,0
Regular Consumer,Social Media,Europe,10,1309.71,1,1
Budget Hunter,Social Media,Latin America,22,333.99,5,0
Regular Consumer,Social Media,North America,38,1487.88,4,0
Regular Consumer,Paid Search,North America,33,1407.55,5,0
High-Tier VIP,Email Referral,North America,22,4174.24,3,0
Budget Hunter,Social Media,North America,44,423.71,4,1
Regular Consumer,Social Media,North America,37,1820.53,4,0
Budget Hunter,Organic/Direct,Asia-Pacific,13,291.09,4,0
Budget Hunter,Social Media,Latin America,27,496.59,3,0
Regular Consumer,Social Media,Latin America,15,1024.96,5,0
Regular Consumer,Paid Search,North America,22,1623.1,5,0
Budget Hunter,Organic/Direct,Asia-Pacific,30,302.23,1,0
Regular Consumer,Email Referral,North America,43,1429.7,2,0
Regular Consumer,Social Media,North America,40,1253.89,4,0
Regular Consumer,Email Referral,Asia-Pacific,37,664.42,4,0
High-Tier VIP,Paid Search,Europe,34,6655.0,4,0
Corporate/Bulk,Social Media,North America,44,8537.51,2,1
Regular Consumer,Social Media,Europe,34,819.12,4,0
Budget Hunter,Social Media,North America,35,294.05,4,1
Regular Consumer,Social Media,Asia-Pacific,42,1959.37,3,0
Regular Consumer,Paid Search,Europe,19,823.89,4,0
Budget Hunter,Paid Search,Latin America,8,365.6,3,1
High-Tier VIP,Social Media,North America,39,3236.44,2,1
Budget Hunter,Paid Search,North America,33,266.73,4,0
High-Tier VIP,Organic/Direct,Europe,44,2700.65,5,0
Regular Consumer,Paid Search,Europe,28,1294.55,3,0
Regular Consumer,Paid Search,North America,37,1151.63,3,0
Regular Consumer,Social Media,Asia-Pacific,25,860.59,3,0
High-Tier VIP,Social Media,Asia-Pacific,36,5482.35,3,0
Regular Consumer,Email Referral,Latin America,17,1493.62,4,0
Regular Consumer,Social Media,Asia-Pacific,24,1322.17,4,0
Budget Hunter,Paid Search,Asia-Pacific,21,452.43,1,1
Regular Consumer,Organic/Direct,Europe,2,1095.3,5,0
Budget Hunter,Social Media,Asia-Pacific,31,378.21,1,0
Regular Consumer,Paid Search,North America,44,1096.46,5,0
Regular Consumer,Social Media,North America,33,747.8,5,0
Regular Consumer,Email Referral,North America,30,1265.77,4,0
Budget Hunter,Social Media,Europe,12,363.88,2,1
Budget Hunter,Paid Search,North America,44,347.36,4,0
Regular Consumer,Paid Search,Latin America,12,1312.16,4,0
Budget Hunter,Paid Search,North America,24,473.54,5,0
Budget Hunter,Social Media,North America,24,332.11,4,0
Budget Hunter,Social Media,Europe,11,266.25,4,0
Corporate/Bulk,Paid Search,North America,13,10318.68,5,0
Regular Consumer,Email Referral,North America,27,1158.95,5,0
Budget Hunter,Organic/Direct,North America,8,436.06,4,0
Budget Hunter,Social Media,Europe,10,359.33,5,1
Budget Hunter,Organic/Direct,Europe,8,249.53,4,0
Regular Consumer,Paid Search,Asia-Pacific,20,1441.64,4,0
Regular Consumer,Social Media,Asia-Pacific,8,1393.54,4,0
Budget Hunter,Social Media,Europe,9,359.37,4,0
Budget Hunter,Organic/Direct,North America,7,432.97,3,1
Budget Hunter,Organic/Direct,North America,14,447.62,4,0
Regular Consumer,Paid Search,Asia-Pacific,28,1086.77,4,0
Regular Consumer,Email Referral,North America,2,929.95,3,0
Budget Hunter,Paid Search,North America,43,348.96,3,0
Budget Hunter,Email Referral,Asia-Pacific,8,396.95,4,1
Budget Hunter,Email Referral,Europe,13,340.78,4,1
Corporate/Bulk,Paid Search,North America,21,8281.84,2,0
Budget Hunter,Organic/Direct,North America,47,364.23,5,0
Regular Consumer,Paid Search,Latin America,28,589.95,5,0
Regular Consumer,Social Media,Asia-Pacific,35,1102.66,4,0
Regular Consumer,Social Media,Asia-Pacific,23,1455.35,3,0
Budget Hunter,Social Media,Europe,46,429.23,5,0
Budget Hunter,Email Referral,Europe,15,100.0,5,1
Regular Consumer,Organic/Direct,Latin America,2,1142.22,3,1
Regular Consumer,Social Media,Latin America,12,1379.78,2,0
Regular Consumer,Organic/Direct,North America,36,847.18,4,0
Regular Consumer,Email Referral,Asia-Pacific,3,1088.41,4,1
Budget Hunter,Paid Search,North America,5,455.68,2,0
Corporate/Bulk,Email Referral,North America,3,9668.55,4,0
Regular Consumer,Paid Search,Europe,47,1679.59,4,0
Budget Hunter,Organic/Direct,Europe,19,285.15,5,0
Corporate/Bulk,Paid Search,Latin America,2,14877.17,4,0
Regular Consumer,Paid Search,North America,44,1210.07,4,0
Regular Consumer,Social Media,Europe,37,936.5,5,0
Regular Consumer,Social Media,Latin America,17,1623.96,3,1
High-Tier VIP,Social Media,Latin America,14,3142.72,3,1
Regular Consumer,Paid Search,North America,28,961.21,4,0
Budget Hunter,Social Media,North America,27,392.87,3,1
Budget Hunter,Email Referral,Europe,10,357.07,5,0
High-Tier VIP,Social Media,North America,3,4808.21,2,0
Budget Hunter,Paid Search,Latin America,36,317.77,2,0
Budget Hunter,Social Media,Latin America,38,245.05,5,0
Regular Consumer,Paid Search,North America,25,1004.32,4,0
Regular Consumer,Organic/Direct,North America,22,1596.12,4,0
Regular Consumer,Organic/Direct,North America,39,798.91,3,0
High-Tier VIP,Social Media,Latin America,47,6350.03,2,0
Budget Hunter,Social Media,North America,30,377.64,5,0
Budget Hunter,Organic/Direct,Europe,21,297.78,3,0
Budget Hunter,Social Media,Europe,30,174.82,4,0
High-Tier VIP,Organic/Direct,Europe,28,2395.48,1,1
Regular Consumer,Social Media,North America,31,1093.23,3,0
Budget Hunter,Organic/Direct,North America,26,308.26,4,0
High-Tier VIP,Social Media,Latin America,43,4632.47,5,0
High-Tier VIP,Social Media,Latin America,22,6434.04,4,0
High-Tier VIP,Email Referral,Asia-Pacific,21,5104.79,4,0
High-Tier VIP,Social Media,North America,1,4355.23,4,1
Budget Hunter,Social Media,North America,37,456.47,4,1
Regular Consumer,Paid Search,Europe,13,1245.2,4,0
Regular Consumer,Social Media,North America,21,1679.91,3,0
High-Tier VIP,Social Media,Latin America,46,3743.9,3,0
Regular Consumer,Paid Search,Europe,9,855.66,5,0
Regular Consumer,Paid Search,North America,17,599.9,1,0
Regular Consumer,Social Media,Latin America,47,1168.38,2,1
Budget Hunter,Organic/Direct,Latin America,21,241.97,4,0
Regular Consumer,Social Media,North America,31,825.36,4,0
Corporate/Bulk,Paid Search,Europe,39,13844.38,4,0
High-Tier VIP,Organic/Direct,North America,22,2562.64,3,1
Budget Hunter,Paid Search,North America,12,359.06,5,0
Budget Hunter,Social Media,North America,6,342.72,4,0
Budget Hunter,Paid Search,Europe,16,358.06,5,0
Regular Consumer,Paid Search,Latin America,26,1615.23,1,0
High-Tier VIP,Paid Search,Europe,5,3571.1,3,1
Budget Hunter,Social Media,North America,9,471.18,3,0
Regular Consumer,Paid Search,Europe,46,671.94,3,0
High-Tier VIP,Social Media,North America,40,5232.08,2,0
Regular Consumer,Social Media,Asia-Pacific,14,1642.91,3,0
Regular Consumer,Social Media,Europe,44,100.0,4,0
Regular Consumer,Social Media,North America,42,1189.38,4,0
Regular Consumer,Organic/Direct,North America,30,1164.98,4,0
Budget Hunter,Paid Search,Asia-Pacific,26,356.29,1,1
Regular Consumer,Social Media,North America,45,1713.47,4,0
Regular Consumer,Paid Search,Asia-Pacific,29,970.91,2,1
High-Tier VIP,Paid Search,North America,19,3167.43,4,0
Regular Consumer,Social Media,North America,47,1223.74,4,0
