Age,Gender,AnnualIncome,TenureMonths,PurchaseFrequency,AvgOrderValue,CSAT_Rating,Churn
49,Male,64583.4,14,5,88.43,4,0
51,Unknown,89727.95,44,3,79.41,4,0
45,Male,44105.65,16,9,50.94,1,0
32,Female,33446.84,12,12,114.82,3,0
47,Male,40432.11,55,12,126.46,2,0
54,Male,50809.27,51,5,183.34,5,0
46,Female,56156.16,39,7,81.31,2,0
39,Male,57061.52,33,4,48.2,4,0
21,Female,87447.9,33,7,52.78,3,0
37,Female,84247.1,29,5,153.47,4,0
49,Female,78453.04,69,3,95.46,2,0
53,Male,100259.9,70,4,84.55,4,0
67,Female,69833.77,31,6,141.29,2,0
21,Male,74950.39,31,8,65.97,5,0
44,Female,69485.87,46,2,167.85,5,0
34,Female,66536.3,52,10,70.4,4,0
29,Female,62099.14,10,4,134.92,1,0
39,Female,47856.57,41,9,93.51,2,0
34,Female,32557.99,3,7,98.48,5,1
27,Male,52648.23,59,2,80.97,2,0
18,Female,65183.93,52,2,166.85,2,0
39,Male,56300.71,34,6,61.24,4,0
43,Female,35823.96,49,8,145.28,3,0
35,Female,52014.11,28,3,55.57,2,1
67,Female,51075.95,13,5,34.44,4,0
31,Male,53877.62,69,3,113.24,3,0
64,Female,63836.48,67,5,87.45,2,0
46,Male,67712.64,61,2,91.51,4,0
29,Male,45999.07,60,6,43.84,3,0
53,Male,72660.18,71,9,87.49,4,0
52,Male,75369.49,24,7,67.67,2,0
69,Male,60765.43,63,5,201.72,4,0
29,Female,66965.5,61,10,120.75,3,0
24,Male,72716.17,23,3,94.47,3,0
46,Male,35242.4,30,4,136.85,3,0
28,Female,73985.16,60,7,78.0,1,0
50,Male,40778.9,18,6,96.54,5,1
23,Female,42531.37,56,4,76.79,3,0
64,Female,58533.21,53,2,69.13,4,0
32,Female,16407.28,7,9,104.61,5,1
49,Female,58161.17,69,1,136.48,4,0
68,Female,72672.06,52,7,89.98,3,0
28,Female,25373.37,4,5,60.32,3,1
40,Male,74602.17,34,9,82.22,5,0
43,Female,42421.82,69,5,68.24,4,0
51,Male,58723.51,33,6,77.21,4,0
63,Female,45035.66,69,4,70.4,3,0
51,Male,65312.53,38,6,121.75,5,0
46,Female,73449.06,26,2,223.69,4,0
21,Male,66646.19,1,4,75.79,3,1
34,Female,54928.34,4,8,94.19,4,0
52,Male,46434.6,39,8,70.71,3,0
30,Female,53752.56,54,6,64.6,1,0
58,Female,66807.49,33,6,70.81,4,0
56,Male,67424.8,33,6,28.62,2,0
32,Female,64914.88,20,7,120.8,4,0
46,Female,31913.6,16,9,46.63,3,1
46,Female,54585.6,21,5,111.14,3,1
28,Male,43598.28,45,10,91.22,3,0
69,Male,66968.72,62,5,86.23,5,0
49,Male,41230.51,31,4,123.06,3,0
19,Male,63136.97,42,10,107.75,2,0
64,Female,49920.62,12,4,119.68,4,0
31,Male,21176.27,65,6,118.33,3,0
37,Female,71757.27,3,7,117.9,2,0
39,Male,54544.83,9,8,99.38,1,0
28,Female,77967.59,51,4,175.03,1,0
44,Female,25024.44,16,6,98.28,3,0
20,Female,49752.62,3,2,211.66,3,1
34,Male,51104.72,24,9,65.59,2,0
61,Male,59863.71,13,6,52.81,4,0
45,Male,31146.63,2,3,123.47,2,1
46,Male,64792.68,71,7,29.1,5,0
38,Male,89409.92,21,7,128.71,4,1
64,Male,63541.67,19,6,41.57,1,0
33,Male,56671.7,47,7,87.01,5,0
54,Female,30205.77,22,5,128.41,3,1
37,Male,41063.57,33,8,43.96,3,0
23,Female,53994.79,32,4,82.7,3,0
36,Male,45464.02,64,1,133.36,4,0
22,Female,73472.62,39,6,30.46,4,0
20,Female,64606.66,42,3,100.13,2,0
18,Female,103462.81,9,6,70.71,2,0
55,Female,37344.55,25,10,154.69,4,0
32,Male,55596.06,2,2,76.17,3,1
51,Female,30097.14,19,6,225.68,2,0
52,Male,14996.07,20,6,94.07,4,1
66,Male,68008.98,70,4,88.88,4,0
42,Female,63939.08,17,5,68.06,3,0
41,Female,39617.37,68,5,77.61,3,0
29,Male,56674.53,3,7,124.79,5,0
35,Female,43673.18,51,9,80.65,2,0
32,Female,46104.27,26,4,66.7,4,0
61,Male,49234.88,56,5,46.15,5,0
33,Male,38861.83,64,6,73.82,5,0
44,Male,42100.3,8,2,121.68,1,1
25,Male,42608.16,37,8,66.16,3,0
63,Male,62611.82,27,2,265.67,2,0
42,Male,5064.04,45,5,166.91,5,0
34,Male,50902.67,4,12,30.22,5,0
46,Female,35421.73,37,7,79.44,3,0
25,Female,36072.05,71,5,72.26,4,0
32,Unknown,45538.24,33,6,36.51,5,0
44,Male,54741.89,31,9,73.53,3,0
63,Female,51140.59,55,1,73.32,2,0
67,Female,35846.91,12,9,127.41,1,0
69,Female,67990.54,11,7,141.03,3,1
24,Male,38753.13,32,4,129.01,5,0
20,Female,41775.29,57,3,164.54,5,0
