TenureMonths,PurchaseFrequency,AvgOrderValue,AnnualIncome,CSAT_Rating,SupportTickets,AnnualSpend,IncomeSpendRatio,EngagementScore,TenureSpendVelocity,Churn
70,6,112.37,26192.72,3,4,8090.64,0.3089,1.2,115.58,0
25,4,59.29,81004.8,5,4,2845.92,0.0351,0.8,113.84,1
12,9,167.26,35017.13,2,0,18064.08,0.5159,9.0,1505.34,0
15,6,52.27,69034.18,4,2,3763.44,0.0545,2.0,250.9,0
59,4,67.84,36631.75,3,3,3256.32,0.0889,1.0,55.19,0
26,6,49.8,44286.98,4,1,3585.6,0.081,3.0,137.91,0
26,3,46.1,17965.41,5,0,1659.6,0.0924,3.0,63.83,0
47,6,99.53,88368.37,3,0,7166.16,0.0811,6.0,152.47,0
32,10,67.74,65346.95,4,0,8128.8,0.1244,10.0,254.02,0
10,8,138.29,66406.57,4,2,13275.84,0.1999,2.667,1327.58,1
16,7,62.06,46128.38,3,1,5213.04,0.113,3.5,325.82,0
71,2,68.16,38246.42,3,1,1635.84,0.0428,1.0,23.04,0
17,2,130.08,68977.55,4,1,3121.92,0.0453,1.0,183.64,0
23,9,54.93,33343.76,2,1,5932.44,0.1779,4.5,257.93,0
26,9,75.33,51991.72,4,4,8135.64,0.1565,1.8,312.91,0
7,10,165.98,32486.86,1,1,19917.6,0.6131,5.0,2845.37,0
14,10,23.27,57231.07,2,1,2792.4,0.0488,5.0,199.46,0
7,3,16.49,20495.57,3,1,593.64,0.029,1.5,84.81,0
9,8,45.07,28349.58,2,1,4326.72,0.1526,4.0,480.75,0
48,8,179.13,39523.25,3,3,17196.48,0.4351,2.0,358.26,0
59,8,113.32,66065.56,3,2,10878.72,0.1647,2.667,184.39,0
39,5,107.53,45436.28,4,2,6451.8,0.142,1.667,165.43,0
18,4,45.12,72704.77,5,3,2165.76,0.0298,1.0,120.32,0
59,7,97.75,82012.57,4,2,8211.0,0.1001,2.333,139.17,0
17,6,59.84,49444.42,2,1,4308.48,0.0871,3.0,253.44,0
14,7,139.97,28387.95,5,3,11757.48,0.4142,1.75,839.82,0
31,2,142.95,72382.24,3,0,3430.8,0.0474,2.0,110.67,0
24,4,71.2,27251.81,3,4,3417.6,0.1254,0.8,142.4,0
60,2,117.23,38741.25,3,3,2813.52,0.0726,0.5,46.89,0
45,6,110.03,24380.84,3,3,7922.16,0.3249,1.5,176.05,1
3,4,88.18,72336.97,5,1,4232.64,0.0585,2.0,1410.88,0
37,8,60.89,65297.54,3,2,5845.44,0.0895,2.667,157.98,0
43,1,75.53,84129.14,4,4,906.36,0.0108,0.2,21.08,1
40,7,137.5,47057.4,3,3,11550.0,0.2454,1.75,288.75,0
55,2,167.11,40168.45,4,1,4010.64,0.0998,1.0,72.92,0
39,6,78.8,45553.41,4,0,5673.6,0.1245,6.0,145.48,0
15,6,174.92,31010.13,3,1,12594.24,0.4061,3.0,839.62,1
4,8,113.37,80715.73,4,0,10883.52,0.1348,8.0,2720.88,0
25,5,89.57,115779.41,4,5,5374.2,0.0464,0.833,214.97,1
13,8,84.8,41971.39,4,2,8140.8,0.194,2.667,626.22,1
33,5,62.73,65668.57,4,2,3763.8,0.0573,1.667,114.05,0
16,9,121.01,52201.2,4,2,13069.08,0.2504,3.0,816.82,1
42,5,188.58,62951.33,2,0,11314.8,0.1797,5.0,269.4,0
66,8,87.89,74074.58,4,1,8437.44,0.1139,4.0,127.84,0
55,2,57.23,34424.36,3,0,1373.52,0.0399,2.0,24.97,0
42,3,130.05,46385.37,3,2,4681.8,0.1009,1.0,111.47,1
34,2,76.93,76656.8,5,5,1846.32,0.0241,0.333,54.3,1
30,6,62.31,64159.03,1,1,4486.32,0.0699,3.0,149.54,0
13,9,44.01,60891.76,3,1,4753.08,0.0781,4.5,365.62,0
13,5,119.22,64174.31,2,3,7153.2,0.1115,1.25,550.25,0
18,0,154.92,65942.05,1,1,0.0,0.0,0.0,0.0,0
32,11,50.6,75839.74,3,1,6679.2,0.0881,5.5,208.72,0
39,3,80.81,68567.93,5,1,2909.16,0.0424,1.5,74.59,1
46,11,84.24,54086.92,3,2,11119.68,0.2056,3.667,241.73,0
29,5,64.44,61354.65,4,3,3866.4,0.063,1.25,133.32,1
62,5,172.74,53786.28,2,2,10364.4,0.1927,1.667,167.17,0
62,4,42.98,41569.41,4,2,2063.04,0.0496,1.333,33.27,0
57,10,113.9,54070.71,5,3,13668.0,0.2528,2.5,239.79,0
16,5,123.92,52951.41,3,2,7435.2,0.1404,1.667,464.7,0
56,4,64.21,24434.34,5,2,3082.08,0.1261,1.333,55.04,0
10,3,56.74,68948.83,5,4,2042.64,0.0296,0.6,204.26,1
30,4,69.5,72000.34,4,1,3336.0,0.0463,2.0,111.2,0
25,7,35.23,64788.56,3,3,2959.32,0.0457,1.75,118.37,1
5,3,190.99,70924.7,4,4,6875.64,0.0969,0.6,1375.13,0
65,4,72.26,51833.64,5,2,3468.48,0.0669,1.333,53.36,0
49,10,76.99,45746.67,2,3,9238.8,0.202,2.5,188.55,1
3,4,206.29,72080.3,3,2,9901.92,0.1374,1.333,3300.64,0
45,8,38.41,35941.9,3,2,3687.36,0.1026,2.667,81.94,0
14,5,87.53,35318.07,3,3,5251.8,0.1487,1.25,375.13,1
30,3,131.65,63066.5,5,3,4739.4,0.0751,0.75,157.98,0
68,9,191.18,62573.74,3,4,20647.44,0.33,1.8,303.64,0
18,6,40.89,71741.3,3,2,2944.08,0.041,2.0,163.56,0
62,8,203.65,24212.04,4,1,19550.4,0.8075,4.0,315.33,0
37,5,80.64,53240.64,2,3,4838.4,0.0909,1.25,130.77,1
25,4,80.95,34653.4,2,1,3885.6,0.1121,2.0,155.42,0
48,8,51.12,70395.3,4,1,4907.52,0.0697,4.0,102.24,0
65,4,96.43,79007.48,3,1,4628.64,0.0586,2.0,71.21,0
53,7,204.06,64080.92,3,3,17141.04,0.2675,1.75,323.42,1
15,7,95.56,44958.74,1,2,8027.04,0.1785,2.333,535.14,1
49,6,61.11,41525.47,4,1,4399.92,0.106,3.0,89.79,0
68,5,67.33,47587.09,4,0,4039.8,0.0849,5.0,59.41,0
12,9,68.91,39859.76,5,0,7442.28,0.1867,9.0,620.19,0
59,7,178.9,52133.66,3,2,15027.6,0.2883,2.333,254.71,1
37,10,197.05,41484.42,4,1,23646.0,0.57,5.0,639.08,0
61,4,42.9,30130.32,5,2,2059.2,0.0683,1.333,33.76,0
43,2,53.13,61851.64,3,2,1275.12,0.0206,0.667,29.65,0
70,9,56.34,63240.83,5,1,6084.72,0.0962,4.5,86.92,0
39,10,70.92,85589.56,5,5,8510.4,0.0994,1.667,218.22,1
56,7,214.57,47202.51,2,0,18023.88,0.3818,7.0,321.86,0
63,3,202.18,20976.32,3,4,7278.48,0.347,0.6,115.53,1
46,6,93.05,69675.43,2,3,6699.6,0.0962,1.5,145.64,0
11,7,75.18,71699.61,2,3,6315.12,0.0881,1.75,574.1,0
62,9,30.66,75556.03,5,0,3311.28,0.0438,9.0,53.41,0
25,4,102.54,81483.84,5,5,4921.92,0.0604,0.667,196.88,1
71,8,97.24,81739.55,1,2,9335.04,0.1142,2.667,131.48,0
52,10,50.14,37418.02,4,0,6016.8,0.1608,10.0,115.71,0
4,9,112.26,82865.4,4,1,12124.08,0.1463,4.5,3031.02,0
59,8,141.11,49095.36,3,4,13546.56,0.2759,1.6,229.6,1
20,7,49.8,69371.86,4,2,4183.2,0.0603,2.333,209.16,1
63,6,72.83,59670.87,5,5,5243.76,0.0879,1.0,83.23,1
54,7,137.86,37490.52,2,5,11580.24,0.3089,1.167,214.45,1
57,8,65.54,75886.45,2,2,6291.84,0.0829,2.667,110.38,0
41,4,71.34,46790.17,1,2,3424.32,0.0732,1.333,83.52,0
3,7,73.63,88457.94,3,2,6184.92,0.0699,2.333,2061.64,0
6,15,114.65,41261.62,3,3,20637.0,0.5002,3.75,3439.5,1
5,2,150.1,36919.88,3,2,3602.4,0.0976,0.667,720.48,1
5,8,185.77,43068.33,4,0,17833.92,0.4141,8.0,3566.78,0
54,8,145.12,81913.62,4,1,13931.52,0.1701,4.0,257.99,0
47,3,92.61,26790.4,3,2,3333.96,0.1244,1.0,70.94,1
49,5,123.92,71435.2,3,2,7435.2,0.1041,1.667,151.74,0
9,4,48.03,87982.49,4,1,2305.44,0.0262,2.0,256.16,0
20,4,227.46,51951.13,5,5,10918.08,0.2102,0.667,545.9,1
61,3,62.44,47924.45,3,0,2247.84,0.0469,3.0,36.85,0
35,4,119.67,56438.13,3,2,5744.16,0.1018,1.333,164.12,0
50,6,99.63,34796.64,4,1,7173.36,0.2062,3.0,143.47,0
62,11,45.49,102668.76,1,2,6004.68,0.0585,3.667,96.85,1
17,4,62.62,67056.59,3,1,3005.76,0.0448,2.0,176.81,0
3,6,154.62,33030.71,3,3,11132.64,0.337,1.5,3710.88,1
32,4,87.01,40470.62,2,3,4176.48,0.1032,1.0,130.51,1
13,9,57.46,58224.41,2,0,6205.68,0.1066,9.0,477.36,0
68,8,80.83,31700.38,3,1,7759.68,0.2448,4.0,114.11,0
14,3,57.45,27922.22,4,1,2068.2,0.0741,1.5,147.73,0
11,13,70.97,60287.83,5,2,11071.32,0.1836,4.333,1006.48,0
56,7,40.11,73107.97,5,7,3369.24,0.0461,0.875,60.16,1
67,9,92.58,71474.0,1,2,9998.64,0.1399,3.0,149.23,0
29,4,99.18,53924.72,2,3,4760.64,0.0883,1.0,164.16,0
9,10,71.51,50058.83,4,3,8581.2,0.1714,2.5,953.47,1
67,6,154.27,55930.06,4,1,11107.44,0.1986,3.0,165.78,1
25,9,73.54,72858.29,3,0,7942.32,0.109,9.0,317.69,0
42,9,86.99,32378.18,2,1,9394.92,0.2902,4.5,223.69,0
9,9,69.42,41006.48,3,1,7497.36,0.1828,4.5,833.04,0
40,11,76.94,48200.21,3,1,10156.08,0.2107,5.5,253.9,0
25,4,126.34,50639.69,2,1,6064.32,0.1198,2.0,242.57,1
5,5,48.81,54019.52,5,5,2928.6,0.0542,0.833,585.72,1
11,2,111.76,54551.75,2,5,2682.24,0.0492,0.333,243.84,1
59,7,65.3,67132.44,5,2,5485.2,0.0817,2.333,92.97,0
38,5,49.91,23269.31,5,3,2994.6,0.1287,1.25,78.81,0
5,8,78.15,26174.08,3,3,7502.4,0.2866,2.0,1500.48,0
48,5,178.62,43026.5,4,2,10717.2,0.2491,1.667,223.28,1
18,6,119.11,70544.61,4,0,8575.92,0.1216,6.0,476.44,0
70,5,77.32,43264.9,2,2,4639.2,0.1072,1.667,66.27,0
37,2,58.56,54260.52,3,2,1405.44,0.0259,0.667,37.98,0
60,7,198.88,57306.53,4,2,16705.92,0.2915,2.333,278.43,1
48,9,105.0,60689.74,4,2,11340.0,0.1869,3.0,236.25,0
28,5,94.15,83162.35,4,3,5649.0,0.0679,1.25,201.75,0
69,5,117.51,67503.6,3,2,7050.6,0.1044,1.667,102.18,0
40,7,123.24,72954.34,3,3,10352.16,0.1419,1.75,258.8,0
45,4,73.08,52717.67,4,1,3507.84,0.0665,2.0,77.95,0
62,9,134.21,81523.07,3,2,14494.68,0.1778,3.0,233.79,0
58,1,44.52,56288.94,4,5,534.24,0.0095,0.167,9.21,1
67,9,120.77,19804.24,5,0,13043.16,0.6586,9.0,194.67,0
56,1,75.31,99250.96,4,1,903.72,0.0091,0.5,16.14,0
40,6,156.51,55831.29,4,3,11268.72,0.2018,1.5,281.72,1
40,5,72.83,64535.91,4,1,4369.8,0.0677,2.5,109.24,0
33,5,143.55,35765.03,4,2,8613.0,0.2408,1.667,261.0,1
6,10,106.53,94548.15,4,3,12783.6,0.1352,2.5,2130.6,0
19,3,269.59,40721.43,1,1,9705.24,0.2383,1.5,510.8,1
40,4,131.71,48065.56,5,2,6322.08,0.1315,1.333,158.05,0
59,6,95.12,27476.3,1,5,6848.64,0.2493,1.0,116.08,1
59,10,37.3,61562.4,3,3,4476.0,0.0727,2.5,75.86,0
48,8,151.3,49932.72,2,1,14524.8,0.2909,4.0,302.6,1
41,7,155.82,27215.3,2,3,13088.88,0.4809,1.75,319.24,1
13,4,78.76,53783.72,4,4,3780.48,0.0703,0.8,290.81,1
45,6,66.46,56706.31,3,3,4785.12,0.0844,1.5,106.34,0
53,6,136.71,50545.43,4,2,9843.12,0.1947,2.0,185.72,0
42,5,105.7,22224.02,3,4,6342.0,0.2854,1.0,151.0,1
63,4,85.65,60234.32,3,3,4111.2,0.0683,1.0,65.26,1
27,4,114.87,32182.47,3,0,5513.76,0.1713,4.0,204.21,0
38,5,78.64,71005.91,4,2,4718.4,0.0665,1.667,124.17,0
60,7,154.79,45002.6,4,1,13002.36,0.2889,3.5,216.71,0
7,5,81.64,71697.14,3,3,4898.4,0.0683,1.25,699.77,1
5,6,136.71,55253.49,3,1,9843.12,0.1781,3.0,1968.62,0
45,8,95.04,56177.11,5,1,9123.84,0.1624,4.0,202.75,0
58,5,108.94,77973.35,2,1,6536.4,0.0838,2.5,112.7,0
31,4,196.01,40325.22,4,0,9408.48,0.2333,4.0,303.5,0
23,6,73.94,35276.07,3,0,5323.68,0.1509,6.0,231.46,0
42,7,132.6,65002.63,2,2,11138.4,0.1714,2.333,265.2,0
10,7,175.31,31347.12,3,3,14726.04,0.4698,1.75,1472.6,0
32,8,130.4,40621.98,1,1,12518.4,0.3082,4.0,391.2,0
53,9,158.81,26575.09,5,3,17151.48,0.6454,2.25,323.61,0
30,1,99.6,75732.81,4,3,1195.2,0.0158,0.25,39.84,1
39,12,127.15,36951.85,4,1,18309.6,0.4955,6.0,469.48,0
31,3,143.23,43222.97,4,3,5156.28,0.1193,0.75,166.33,0
2,13,94.11,31779.06,4,1,14681.16,0.462,6.5,7340.58,0
12,7,246.33,48062.42,4,2,20691.72,0.4305,2.333,1724.31,0
39,3,62.34,52427.0,5,3,2244.24,0.0428,0.75,57.54,1
66,0,57.23,69867.59,2,1,0.0,0.0,0.0,0.0,0
13,12,185.93,31204.79,3,6,26773.92,0.858,1.714,2059.53,0
46,4,172.1,44183.41,4,5,8260.8,0.187,0.667,179.58,1
27,2,67.2,80609.29,5,2,1612.8,0.02,0.667,59.73,1
17,8,158.78,73739.08,5,1,15242.88,0.2067,4.0,896.64,0
60,3,115.38,42799.51,4,1,4153.68,0.097,1.5,69.23,1
64,4,95.59,54109.48,2,1,4588.32,0.0848,2.0,71.69,0
35,4,66.14,90424.63,2,0,3174.72,0.0351,4.0,90.71,1
70,6,89.32,33508.32,5,2,6431.04,0.1919,2.0,91.87,0
30,9,60.06,20417.3,3,1,6486.48,0.3177,4.5,216.22,0
71,10,82.43,45350.3,2,1,9891.6,0.2181,5.0,139.32,0
63,7,59.33,53499.2,5,3,4983.72,0.0932,1.75,79.11,0
28,6,47.22,40560.48,2,1,3399.84,0.0838,3.0,121.42,0
60,5,160.59,72584.38,4,4,9635.4,0.1327,1.0,160.59,0
37,10,86.76,58791.8,4,2,10411.2,0.1771,3.333,281.38,0
22,8,110.69,44120.3,2,1,10626.24,0.2408,4.0,483.01,0
68,5,72.16,45298.23,3,0,4329.6,0.0956,5.0,63.67,0
20,8,84.87,41565.74,2,2,8147.52,0.196,2.667,407.38,0
68,6,58.42,69935.21,4,0,4206.24,0.0601,6.0,61.86,0
64,8,186.71,46494.39,3,2,17924.16,0.3855,2.667,280.06,0
17,8,30.44,33527.61,1,1,2922.24,0.0872,4.0,171.9,0
12,6,139.22,72314.22,5,0,10023.84,0.1386,6.0,835.32,0
22,5,71.51,50024.76,3,1,4290.6,0.0858,2.5,195.03,0
17,10,58.3,30521.8,3,1,6996.0,0.2292,5.0,411.53,0
10,4,45.28,85830.79,2,2,2173.44,0.0253,1.333,217.34,0
65,6,99.49,65989.84,2,2,7163.28,0.1086,2.0,110.2,0
22,10,131.39,55832.48,5,0,15766.8,0.2824,10.0,716.67,0
50,6,125.33,51186.77,3,1,9023.76,0.1763,3.0,180.48,0
14,5,76.3,49953.89,3,4,4578.0,0.0916,1.0,327.0,1
64,11,84.54,49586.7,5,1,11159.28,0.225,5.5,174.36,0
47,6,57.47,50075.68,4,0,4137.84,0.0826,6.0,88.04,0
29,7,62.31,44385.3,3,2,5234.04,0.1179,2.333,180.48,0
36,4,160.36,53139.7,5,3,7697.28,0.1448,1.0,213.81,0
52,6,37.48,44029.39,4,5,2698.56,0.0613,1.0,51.9,0
7,8,35.0,59022.18,2,3,3360.0,0.0569,2.0,480.0,0
29,2,67.23,54577.41,4,2,1613.52,0.0296,0.667,55.64,1
11,5,185.68,42391.46,5,4,11140.8,0.2628,1.0,1012.8,1
33,2,94.67,53437.23,4,0,2272.08,0.0425,2.0,68.85,0
6,4,246.46,64772.91,4,0,11830.08,0.1826,4.0,1971.68,0
32,8,80.07,14384.55,5,0,7686.72,0.5344,8.0,240.21,0
51,6,127.33,65407.57,4,1,9167.76,0.1402,3.0,179.76,0
58,3,150.5,32925.16,2,0,5418.0,0.1646,3.0,93.41,0
26,6,225.95,46740.1,3,4,16268.4,0.3481,1.2,625.71,1
46,5,70.08,4065.72,4,2,4204.8,0.4205,1.667,91.41,1
29,8,94.17,65181.91,3,4,9040.32,0.1387,1.6,311.74,0
4,4,85.91,41675.75,5,4,4123.68,0.0989,0.8,1030.92,1
13,11,132.17,46003.41,3,0,17446.44,0.3792,11.0,1342.03,0
39,9,176.51,56631.88,3,1,19063.08,0.3366,4.5,488.8,0
15,7,176.27,19525.59,4,1,14806.68,0.7583,3.5,987.11,0
29,4,69.32,56117.05,4,3,3327.36,0.0593,1.0,114.74,0
29,8,62.45,66668.44,3,1,5995.2,0.0899,4.0,206.73,0
32,8,125.74,58135.62,1,3,12071.04,0.2076,2.0,377.22,1
2,3,53.98,47910.69,4,2,1943.28,0.0406,1.0,971.64,0
47,9,133.63,55740.76,5,2,14432.04,0.2589,3.0,307.06,0
22,4,94.08,53641.14,4,1,4515.84,0.0842,2.0,205.27,0
27,11,163.62,68653.64,3,0,21597.84,0.3146,11.0,799.92,0
67,7,151.85,77590.18,2,1,12755.4,0.1644,3.5,190.38,0
56,3,99.68,47605.0,4,1,3588.48,0.0754,1.5,64.08,0
21,7,51.69,59167.5,5,1,4341.96,0.0734,3.5,206.76,0
47,4,53.91,42983.51,3,7,2587.68,0.0602,0.5,55.06,1
59,4,96.34,62500.74,4,2,4624.32,0.074,1.333,78.38,0
6,7,116.28,63282.24,3,3,9767.52,0.1543,1.75,1627.92,1
19,7,80.8,51997.71,4,4,6787.2,0.1305,1.4,357.22,0
57,9,59.65,64342.31,5,2,6442.2,0.1001,3.0,113.02,0
69,10,82.12,55057.47,2,1,9854.4,0.179,5.0,142.82,0
3,4,164.2,54134.83,4,0,7881.6,0.1456,4.0,2627.2,0
1,8,82.13,39153.44,2,2,7884.48,0.2014,2.667,7884.48,0
58,4,70.48,58095.33,3,2,3383.04,0.0582,1.333,58.33,0
38,7,53.09,44597.52,4,2,4459.56,0.1,2.333,117.36,0
15,10,91.08,70654.27,1,6,10929.6,0.1547,1.429,728.64,1
34,12,152.56,39822.4,4,1,21968.64,0.5517,6.0,646.14,0
61,7,155.88,59839.12,3,4,13093.92,0.2188,1.4,214.65,0
35,5,63.73,50308.78,4,2,3823.8,0.076,1.667,109.25,0
64,7,100.05,59793.79,2,0,8404.2,0.1406,7.0,131.32,0
25,6,66.72,53950.59,4,4,4803.84,0.089,1.2,192.15,1
24,9,78.93,40275.96,4,2,8524.44,0.2117,3.0,355.18,1
12,9,90.32,74688.13,5,2,9754.56,0.1306,3.0,812.88,0
18,4,74.14,39030.96,5,3,3558.72,0.0912,1.0,197.71,1
15,4,17.33,66566.34,3,1,831.84,0.0125,2.0,55.46,1
27,4,186.96,24429.16,1,0,8974.08,0.3674,4.0,332.37,0
60,2,70.26,49799.4,4,0,1686.24,0.0339,2.0,28.1,0
46,10,67.61,82525.35,4,4,8113.2,0.0983,2.0,176.37,0
17,8,63.54,50041.93,1,3,6099.84,0.1219,2.0,358.81,1
53,2,43.47,56736.51,2,1,1043.28,0.0184,1.0,19.68,0
8,4,189.53,83846.99,4,0,9097.44,0.1085,4.0,1137.18,0
27,14,93.18,52429.19,5,0,15654.24,0.2986,14.0,579.79,0
46,2,116.94,59662.11,5,1,2806.56,0.047,1.0,61.01,0
50,3,110.06,65883.5,2,0,3962.16,0.0601,3.0,79.24,0
71,5,73.11,30165.53,3,2,4386.6,0.1454,1.667,61.78,0
3,6,93.05,46260.79,1,1,6699.6,0.1448,3.0,2233.2,0
64,10,128.86,57337.67,3,3,15463.2,0.2697,2.5,241.61,0
44,3,46.1,26274.56,4,3,1659.6,0.0632,0.75,37.72,0
53,7,78.25,79656.48,4,0,6573.0,0.0825,7.0,124.02,0
24,4,84.62,68615.46,4,3,4061.76,0.0592,1.0,169.24,0
60,6,72.03,65934.7,2,2,5186.16,0.0787,2.0,86.44,0
3,5,71.38,78759.94,3,2,4282.8,0.0544,1.667,1427.6,0
20,8,101.25,68018.43,5,2,9720.0,0.1429,2.667,486.0,0
46,6,167.88,50861.97,2,5,12087.36,0.2377,1.0,262.77,1
15,1,114.45,25619.62,3,4,1373.4,0.0536,0.2,91.56,1
25,5,62.74,42738.19,4,2,3764.4,0.0881,1.667,150.58,1
71,9,269.98,43259.73,4,5,29157.84,0.674,1.5,410.67,1
17,4,168.6,66138.19,5,1,8092.8,0.1224,2.0,476.05,0
9,1,74.5,56456.1,3,1,894.0,0.0158,0.5,99.33,1
38,4,169.75,26821.48,4,2,8148.0,0.3038,1.333,214.42,1
48,8,102.29,70572.38,3,2,9819.84,0.1391,2.667,204.58,0
60,6,52.45,78928.55,5,0,3776.4,0.0478,6.0,62.94,0
63,6,160.02,81559.7,4,2,11521.44,0.1413,2.0,182.88,0
2,6,62.75,34661.3,5,1,4518.0,0.1303,3.0,2259.0,0
11,2,116.83,60788.26,2,2,2803.92,0.0461,0.667,254.9,0
64,5,99.8,36885.34,4,0,5988.0,0.1623,5.0,93.56,0
21,10,121.28,89905.32,3,3,14553.6,0.1619,2.5,693.03,1
18,3,196.12,55550.4,1,3,7060.32,0.1271,0.75,392.24,1
64,8,92.41,48336.64,1,2,8871.36,0.1835,2.667,138.62,0
38,1,52.11,45024.13,4,0,625.32,0.0139,1.0,16.46,0
32,9,66.97,61012.63,3,1,7232.76,0.1185,4.5,226.02,0
11,10,50.26,64281.06,5,3,6031.2,0.0938,2.5,548.29,0
45,5,42.63,25334.97,4,1,2557.8,0.101,2.5,56.84,1
33,12,151.08,80143.55,1,4,21755.52,0.2715,2.4,659.26,1
41,2,98.21,63476.44,4,1,2357.04,0.0371,1.0,57.49,0
8,5,87.47,79998.84,2,1,5248.2,0.0656,2.5,656.02,1
11,3,75.31,85792.72,3,2,2711.16,0.0316,1.0,246.47,0
51,5,135.2,53210.54,4,2,8112.0,0.1525,1.667,159.06,0
41,8,178.52,70424.33,5,2,17137.92,0.2434,2.667,418.0,0
17,3,61.86,44635.9,3,3,2226.96,0.0499,0.75,131.0,1
46,11,114.76,46581.08,4,3,15148.32,0.3252,2.75,329.31,1
32,2,146.26,83302.82,4,2,3510.24,0.0421,0.667,109.7,0
54,5,104.43,41696.13,3,2,6265.8,0.1503,1.667,116.03,0
20,4,130.25,58536.44,4,1,6252.0,0.1068,2.0,312.6,0
33,3,51.78,38660.38,4,1,1864.08,0.0482,1.5,56.49,0
40,9,180.78,43199.1,1,1,19524.24,0.452,4.5,488.11,0
32,12,135.49,45907.83,5,0,19510.56,0.425,12.0,609.71,0
2,4,119.99,81048.62,4,2,5759.52,0.0711,1.333,2879.76,0
33,7,141.65,64247.83,3,3,11898.6,0.1852,1.75,360.56,0
30,2,81.09,70153.46,5,3,1946.16,0.0277,0.5,64.87,0
33,5,56.54,22477.19,2,4,3392.4,0.1509,1.0,102.8,1
26,5,50.45,55623.67,5,4,3027.0,0.0544,1.0,116.42,0
22,3,46.67,48115.1,3,1,1680.12,0.0349,1.5,76.37,0
66,6,114.03,63861.82,4,6,8210.16,0.1286,0.857,124.4,1
38,11,76.85,98317.47,3,3,10144.2,0.1032,2.75,266.95,0
46,4,175.65,11969.96,4,1,8431.2,0.7044,2.0,183.29,1
15,7,159.15,62190.08,2,2,13368.6,0.215,2.333,891.24,1
44,9,135.09,94686.14,3,4,14589.72,0.1541,1.8,331.58,1
49,6,121.83,45823.82,2,2,8771.76,0.1914,2.0,179.02,0
61,8,66.84,57697.1,5,2,6416.64,0.1112,2.667,105.19,0
67,10,72.74,67178.26,3,1,8728.8,0.1299,5.0,130.28,1
6,9,66.69,16193.97,4,0,7202.52,0.4448,9.0,1200.42,0
9,5,55.65,59791.32,4,1,3339.0,0.0558,2.5,371.0,0
6,4,88.72,40706.83,5,1,4258.56,0.1046,2.0,709.76,0
32,6,145.38,91859.84,2,5,10467.36,0.1139,1.0,327.1,0
41,6,86.1,51267.32,5,1,6199.2,0.1209,3.0,151.2,0
8,8,65.07,42213.88,2,2,6246.72,0.148,2.667,780.84,0
50,9,86.13,70239.37,4,1,9302.04,0.1324,4.5,186.04,0
62,10,100.9,63784.23,4,4,12108.0,0.1898,2.0,195.29,1
62,3,73.85,71126.82,1,2,2658.6,0.0374,1.0,42.88,1
7,8,89.05,89387.63,2,1,8548.8,0.0956,4.0,1221.26,0
4,2,267.81,44466.27,4,1,6427.44,0.1445,1.0,1606.86,1
6,4,45.95,85942.65,3,1,2205.6,0.0257,2.0,367.6,0
58,3,30.91,88794.06,5,4,1112.76,0.0125,0.6,19.19,0
22,3,97.62,41166.98,3,3,3514.32,0.0854,0.75,159.74,1
26,8,111.68,42910.41,5,0,10721.28,0.2499,8.0,412.36,0
3,6,87.01,55850.01,3,0,6264.72,0.1122,6.0,2088.24,0
41,6,58.02,51405.81,5,0,4177.44,0.0813,6.0,101.89,0
60,7,174.23,85762.99,4,1,14635.32,0.1706,3.5,243.92,0
14,7,94.98,39449.36,4,1,7978.32,0.2022,3.5,569.88,1
12,4,99.7,59403.86,2,3,4785.6,0.0806,1.0,398.8,1
12,3,134.08,41221.24,4,3,4826.88,0.1171,0.75,402.24,1
13,9,85.34,56952.43,2,2,9216.72,0.1618,3.0,708.98,0
25,2,81.72,93550.56,3,4,1961.28,0.021,0.4,78.45,1
45,5,174.23,87814.74,4,1,10453.8,0.119,2.5,232.31,0
19,5,39.16,61813.45,4,2,2349.6,0.038,1.667,123.66,1
55,7,109.0,66335.85,1,0,9156.0,0.138,7.0,166.47,0
45,4,104.64,63486.82,4,1,5022.72,0.0791,2.0,111.62,0
8,8,76.46,49527.91,4,1,7340.16,0.1482,4.0,917.52,0
53,7,87.08,89497.87,1,2,7314.72,0.0817,2.333,138.01,1
55,5,167.32,78751.91,4,2,10039.2,0.1275,1.667,182.53,0
32,8,62.65,59218.71,4,3,6014.4,0.1016,2.0,187.95,1
51,8,130.1,51096.77,1,2,12489.6,0.2444,2.667,244.89,1
44,1,93.64,52264.76,4,1,1123.68,0.0215,0.5,25.54,0
70,8,123.89,61097.95,4,2,11893.44,0.1947,2.667,169.91,0
18,9,112.54,54369.14,5,2,12154.32,0.2236,3.0,675.24,0
22,7,29.96,75511.16,2,2,2516.64,0.0333,2.333,114.39,0
37,1,61.93,63622.48,5,2,743.16,0.0117,0.333,20.09,0
56,8,66.53,37832.59,2,1,6386.88,0.1688,4.0,114.05,1
59,8,57.75,34360.93,3,0,5544.0,0.1613,8.0,93.97,0
3,7,70.63,72834.39,2,0,5932.92,0.0815,7.0,1977.64,1
28,4,99.59,34185.94,5,2,4780.32,0.1398,1.333,170.73,0
35,8,139.82,48725.02,4,3,13422.72,0.2755,2.0,383.51,1
61,5,49.03,47086.75,1,2,2941.8,0.0625,1.667,48.23,0
54,5,94.27,32707.11,1,2,5656.2,0.1729,1.667,104.74,0
63,5,106.4,60583.75,3,5,6384.0,0.1054,0.833,101.33,1
